Unnamed: 0,Y_soft,Y_hard
433,[0.00251343 0.05559891 0.94188768],[0. 0. 1.]
434,[0.00595431 0.63176876 0.36227694],[0. 1. 0.]
435,[0.00626509 0.04358358 0.95015138],[0. 1. 0.]
436,[0.00964954 0.22098996 0.76936054],[0. 1. 0.]
437,[0.20430048 0.74119842 0.05450112],[0. 1. 0.]
438,[0.83673596 0.15225963 0.01100437],[1. 0. 0.]
439,[0.00666679 0.18227004 0.81106317],[0. 0. 1.]
440,[0.002753   0.01004833 0.98719865],[0. 0. 1.]
441,[0.01697287 0.13178372 0.85124344],[0. 0. 1.]
442,[0.44973731 0.43501323 0.11524949],[1. 0. 0.]
443,[0.3282409  0.39259809 0.27916101],[0. 1. 0.]
444,[0.35563672 0.57583243 0.06853084],[0. 1. 0.]
445,[0.89485979 0.0940363  0.01110393],[0. 1. 0.]
446,[0.6009348  0.30242333 0.09664181],[0. 0. 1.]
447,[0.36327073 0.59510916 0.04162005],[0. 1. 0.]
448,[0.37838128 0.46716264 0.15445611],[0. 0. 1.]
449,[0.00202475 0.01396381 0.98401147],[0. 0. 1.]
450,[0.00494807 0.06144869 0.93360323],[0. 0. 1.]
451,[0.0041867  0.27810165 0.71771163],[0. 1. 0.]
452,[0.15495938 0.75219798 0.09284262],[0. 1. 0.]
453,[0.0202092  0.09759029 0.88220048],[0. 0. 1.]
454,[0.94429523 0.04701184 0.00869295],[1. 0. 0.]
455,[0.01379459 0.12975723 0.85644823],[0. 1. 0.]
456,[0.53119379 0.31480148 0.15400469],[1. 0. 0.]
457,[0.00808136 0.23897058 0.75294805],[0. 0. 1.]
458,[0.0050692  0.01209093 0.98283988],[0. 0. 1.]
459,[0.01811942 0.18979804 0.79208255],[0. 1. 0.]
460,[0.00408851 0.03703596 0.95887548],[0. 0. 1.]
461,[0.00749747 0.38785326 0.60464931],[0. 1. 0.]
462,[0.15119809 0.76152009 0.08728185],[0. 1. 0.]
463,[0.00379673 0.00663935 0.98956394],[0. 0. 1.]
464,[0.94065648 0.05320849 0.00613503],[1. 0. 0.]
465,[0.92262644 0.06563457 0.01173898],[1. 0. 0.]
466,[0.09311146 0.20059974 0.70628881],[0. 0. 1.]
467,[0.00208092 0.01263011 0.98528892],[0. 0. 1.]
468,[0.61379719 0.36825979 0.017943  ],[1. 0. 0.]
469,[0.89100242 0.08959511 0.01940239],[1. 0. 0.]
470,[0.00264318 0.00720293 0.99015397],[0. 0. 1.]
471,[0.06231031 0.84959972 0.08808998],[0. 1. 0.]
472,[0.90017343 0.09232876 0.00749774],[1. 0. 0.]
473,[0.38722336 0.32386637 0.2889103 ],[0. 1. 0.]
474,[0.00808475 0.03674518 0.95517004],[0. 0. 1.]
475,[0.87454414 0.10614801 0.01930789],[1. 0. 0.]
476,[0.80140024 0.16737078 0.03122902],[1. 0. 0.]
477,[0.01098709 0.05745029 0.93156266],[0. 1. 0.]
478,[0.80468988 0.1784987  0.01681145],[0. 0. 1.]
479,[0.0058169  0.07088099 0.92330211],[0. 0. 1.]
480,[0.03826572 0.40757963 0.55415463],[0. 0. 1.]
481,[0.72963291 0.25693837 0.01342867],[1. 0. 0.]
482,[0.09297509 0.74473113 0.16229384],[0. 1. 0.]
483,[0.02810108 0.18834122 0.78355777],[0. 1. 0.]
484,[0.04461898 0.71784723 0.23753372],[0. 1. 0.]
485,[0.00712167 0.0338317  0.9590466 ],[0. 0. 1.]
486,[0.01427784 0.15650381 0.82921833],[0. 0. 1.]
487,[0.95138812 0.04416665 0.00444516],[1. 0. 0.]
488,[0.0732543  0.5970338  0.32971191],[0. 0. 1.]
489,[0.80783868 0.18069439 0.01146694],[1. 0. 0.]
490,[0.86296195 0.12197109 0.01506696],[0. 1. 0.]
491,[0.01507082 0.05954226 0.92538691],[0. 0. 1.]
492,[0.00283302 0.03464387 0.96252304],[0. 0. 1.]
493,[0.01263057 0.88269818 0.10467126],[0. 1. 0.]
494,[0.0018743  0.01601146 0.98211426],[0. 0. 1.]
495,[0.00294298 0.00601833 0.99103862],[0. 0. 1.]
496,[0.75082147 0.22166501 0.02751354],[1. 0. 0.]
497,[0.24381606 0.6529116  0.10327237],[0. 0. 1.]
498,[0.72316283 0.25866807 0.01816907],[1. 0. 0.]
499,[0.38867602 0.53583318 0.07549082],[1. 0. 0.]
500,[0.82707    0.15515356 0.0177765 ],[1. 0. 0.]
501,[0.01151248 0.05001037 0.93847716],[0. 0. 1.]
502,[0.78230691 0.19661546 0.02107764],[1. 0. 0.]
503,[0.00389672 0.04157103 0.95453227],[0. 0. 1.]
504,[0.96502745 0.02923468 0.0057379 ],[1. 0. 0.]
505,[0.42753989 0.51446974 0.05799041],[0. 1. 0.]
506,[0.65280962 0.2873683  0.05982216],[0. 1. 0.]
507,[0.88078505 0.10710997 0.01210498],[1. 0. 0.]
508,[0.01987813 0.72684985 0.25327212],[0. 1. 0.]
509,[0.54877347 0.43575117 0.01547539],[0. 1. 0.]
510,[0.01279519 0.79771101 0.18949383],[0. 1. 0.]
511,[0.02085496 0.91084909 0.0682959 ],[0. 1. 0.]
512,[0.00970964 0.21059917 0.77969122],[0. 0. 1.]
513,[0.69164044 0.28802085 0.02033874],[0. 1. 0.]
514,[0.39006647 0.44299138 0.16694212],[1. 0. 0.]
515,[0.04304225 0.887761   0.06919678],[0. 1. 0.]
516,[0.01414539 0.439325   0.54652959],[0. 1. 0.]
517,[0.00697777 0.02122913 0.97179306],[0. 1. 0.]
518,[0.0034161  0.00857142 0.98801243],[0. 0. 1.]
519,[0.06674182 0.85886866 0.0743895 ],[0. 1. 0.]
520,[0.01488001 0.16609447 0.81902558],[0. 0. 1.]
521,[0.01662539 0.11226327 0.87111133],[0. 0. 1.]
522,[0.00407523 0.0098588  0.98606592],[0. 0. 1.]
523,[0.32001927 0.62932432 0.05065642],[1. 0. 0.]
524,[0.7311185  0.23715273 0.03172876],[0. 1. 0.]
525,[0.23353267 0.45711225 0.30935502],[0. 1. 0.]
526,[0.00821831 0.85016328 0.14161834],[0. 1. 0.]
527,[0.00190971 0.00856515 0.98952508],[0. 0. 1.]
528,[0.00397518 0.02188718 0.97413766],[0. 0. 1.]
529,[0.06540019 0.77706581 0.15753405],[0. 1. 0.]
530,[0.53880203 0.24954893 0.21164899],[1. 0. 0.]
531,[0.00441125 0.10312724 0.89246148],[0. 0. 1.]
532,[0.11615596 0.59234941 0.29149467],[0. 1. 0.]
533,[0.00663476 0.09367878 0.89968646],[0. 0. 1.]
534,[0.80815387 0.16821158 0.02363456],[0. 1. 0.]
535,[0.00592536 0.01344964 0.98062491],[0. 0. 1.]
536,[0.62426221 0.35205191 0.02368589],[0. 1. 0.]
537,[0.04759231 0.92788076 0.02452688],[0. 1. 0.]
538,[0.02031277 0.56610471 0.41358253],[0. 1. 0.]
539,[0.00587583 0.03738149 0.9567427 ],[0. 1. 0.]
540,[0.01082776 0.87685913 0.1123132 ],[0. 1. 0.]
541,[0.01273338 0.12219255 0.8650741 ],[0. 0. 1.]
542,[0.40696698 0.56840301 0.02463   ],[0. 1. 0.]
543,[0.15168123 0.77693599 0.0713828 ],[0. 1. 0.]
544,[0.93481672 0.05807811 0.00710511],[1. 0. 0.]
545,[0.21917886 0.28305024 0.49777088],[0. 0. 1.]
546,[0.00248298 0.02481179 0.97270525],[0. 0. 1.]
547,[0.02520658 0.49082938 0.48396403],[0. 1. 0.]
548,[0.03640423 0.52562493 0.43797088],[0. 0. 1.]
549,[0.25929293 0.69438225 0.04632477],[1. 0. 0.]
550,[0.0153308  0.75798488 0.22668435],[0. 1. 0.]
551,[0.00300425 0.00681763 0.99017817],[0. 0. 1.]
552,[0.38718805 0.47575489 0.13705704],[0. 0. 1.]
553,[0.01341887 0.01846276 0.96811837],[0. 0. 1.]
554,[0.00177653 0.00770511 0.99051839],[0. 0. 1.]
555,[0.00316662 0.01162522 0.98520815],[0. 0. 1.]
556,[0.83791888 0.13200003 0.0300811 ],[1. 0. 0.]
557,[0.0095851  0.89112699 0.09928788],[0. 1. 0.]
558,[0.01098693 0.50170898 0.48730409],[0. 1. 0.]
559,[0.76903456 0.19358894 0.03737647],[1. 0. 0.]
560,[0.37677637 0.53025717 0.09296647],[0. 1. 0.]
561,[0.38938078 0.56146574 0.04915351],[0. 1. 0.]
562,[0.00314698 0.00586404 0.99098903],[0. 0. 1.]
563,[0.20552532 0.6957438  0.09873093],[0. 0. 1.]
564,[0.01084466 0.05011435 0.93904096],[0. 1. 0.]
565,[0.02299634 0.89828044 0.07872317],[0. 1. 0.]
566,[0.31860307 0.60609347 0.07530344],[0. 1. 0.]
567,[0.09632338 0.79564577 0.10803083],[0. 1. 0.]
568,[0.03375414 0.78623039 0.1800154 ],[0. 0. 1.]
569,[0.02829945 0.50481576 0.46688479],[0. 1. 0.]
570,[0.94104409 0.05154809 0.00740793],[1. 0. 0.]
571,[0.01113885 0.26018253 0.72867864],[0. 1. 0.]
572,[0.00299232 0.08807    0.90893769],[0. 1. 0.]
573,[0.00368001 0.02112971 0.97519022],[0. 0. 1.]
574,[0.89124554 0.09679677 0.01195758],[0. 0. 1.]
575,[0.03135378 0.41731095 0.55133528],[0. 1. 0.]
576,[0.02480405 0.89579821 0.07939778],[0. 1. 0.]
577,[0.00401509 0.01296276 0.98302215],[0. 0. 1.]
578,[0.8912462  0.08755928 0.02119444],[1. 0. 0.]
579,[0.02137526 0.02873862 0.94988614],[0. 1. 0.]
580,[0.25706735 0.47713828 0.26579443],[0. 0. 1.]
581,[0.35536915 0.24842438 0.39620653],[0. 1. 0.]
582,[0.01245843 0.80102777 0.18651377],[0. 1. 0.]
583,[0.04198812 0.52235132 0.43566057],[0. 0. 1.]
584,[0.00480807 0.04509563 0.95009625],[0. 0. 1.]
585,[0.38675243 0.48039338 0.13285421],[0. 1. 0.]
586,[0.55230409 0.32298777 0.12470815],[0. 0. 1.]
587,[0.00349393 0.00803029 0.9884758 ],[0. 1. 0.]
588,[0.84232908 0.13792519 0.01974567],[1. 0. 0.]
589,[0.09423129 0.14380829 0.76196039],[0. 1. 0.]
590,[0.64051402 0.25493151 0.10455453],[0. 1. 0.]
591,[0.00134169 0.01137273 0.98728555],[0. 0. 1.]
592,[0.01139919 0.0699149  0.91868585],[0. 0. 1.]
593,[0.31994525 0.6018585  0.07819623],[0. 1. 0.]
594,[0.05315527 0.85610586 0.09073893],[0. 1. 0.]
595,[0.01660673 0.36878315 0.61461014],[0. 1. 0.]
596,[0.89005101 0.10164139 0.00830759],[1. 0. 0.]
597,[0.73737627 0.23812711 0.02449656],[1. 0. 0.]
598,[0.00976498 0.06696901 0.92326605],[0. 0. 1.]
599,[0.20259289 0.49973783 0.29766926],[0. 0. 1.]
600,[0.93299568 0.06092229 0.00608208],[1. 0. 0.]
601,[0.77121657 0.19442552 0.03435792],[1. 0. 0.]
602,[0.94314057 0.04896853 0.0078909 ],[1. 0. 0.]
603,[0.00328782 0.01092372 0.9857884 ],[0. 1. 0.]
604,[0.01836135 0.43456623 0.54707241],[0. 1. 0.]
605,[0.00559339 0.73657292 0.25783378],[0. 1. 0.]
606,[0.00596842 0.01265543 0.98137617],[0. 0. 1.]
607,[0.00424801 0.06398906 0.93176299],[0. 1. 0.]
608,[0.10518433 0.22027408 0.67454165],[0. 0. 1.]
609,[0.4217799  0.54219061 0.03602952],[0. 1. 0.]
610,[0.00323317 0.02093818 0.97582871],[0. 0. 1.]
611,[0.00239878 0.0178823  0.97971892],[0. 0. 1.]
612,[0.0236545  0.0570651  0.91928035],[0. 1. 0.]
613,[0.1015955  0.40959567 0.48880878],[0. 0. 1.]
614,[0.53301936 0.33953393 0.12744677],[1. 0. 0.]
615,[0.76662481 0.22000793 0.01336727],[1. 0. 0.]
616,[0.00432187 0.16117541 0.8345027 ],[0. 0. 1.]
617,[0.00412636 0.62561369 0.37025994],[0. 1. 0.]
618,[0.00278019 0.01530642 0.98191339],[0. 0. 1.]
619,[0.43830031 0.53352952 0.02817019],[0. 1. 0.]
620,[0.01760674 0.26193088 0.72046238],[0. 1. 0.]
621,[0.00755374 0.02733677 0.96510947],[0. 0. 1.]
622,[0.56966418 0.36682448 0.06351129],[0. 1. 0.]
623,[0.01135983 0.15579277 0.83284742],[0. 0. 1.]
624,[0.00517851 0.15407373 0.84074777],[0. 0. 1.]
625,[0.00553096 0.54588974 0.44857937],[0. 1. 0.]
626,[0.0038405  0.00808079 0.98807865],[0. 0. 1.]
627,[0.01651038 0.2427524  0.74073726],[0. 1. 0.]
628,[0.17977524 0.69500691 0.12521784],[0. 1. 0.]
629,[0.00428232 0.02356596 0.97215176],[0. 0. 1.]
630,[0.01576066 0.153203   0.83103633],[0. 0. 1.]
631,[0.04377209 0.55027395 0.40595394],[0. 1. 0.]
632,[0.43810749 0.36265224 0.19924025],[0. 1. 0.]
633,[0.89929044 0.08483804 0.01587152],[1. 0. 0.]
634,[0.00356606 0.16324858 0.83318537],[0. 1. 0.]
635,[0.8736611  0.11379116 0.01254771],[1. 0. 0.]
636,[0.78945631 0.19430599 0.01623775],[1. 0. 0.]
637,[0.00313163 0.20650287 0.79036558],[0. 0. 1.]
638,[0.01099241 0.85787094 0.13113669],[0. 1. 0.]
639,[0.70258862 0.26873249 0.02867893],[1. 0. 0.]
640,[0.01115253 0.71242273 0.2764248 ],[0. 1. 0.]
641,[0.41369826 0.42819223 0.15810955],[0. 1. 0.]
642,[0.00234281 0.01929029 0.97836691],[0. 0. 1.]
643,[0.03579913 0.40374801 0.56045288],[1. 0. 0.]
644,[0.00414111 0.0858281  0.91003078],[0. 0. 1.]
645,[0.04553696 0.32819301 0.62627006],[0. 1. 0.]
646,[0.59108943 0.21288215 0.19602843],[1. 0. 0.]
647,[0.01956359 0.09955095 0.88088548],[0. 0. 1.]
648,[0.94137502 0.05164428 0.00698067],[1. 0. 0.]
649,[0.95926553 0.03553909 0.00519537],[1. 0. 0.]
650,[0.0031405  0.05164067 0.9452188 ],[0. 0. 1.]
651,[0.49489111 0.21104586 0.29406312],[0. 0. 1.]
652,[0.00263762 0.01315593 0.98420644],[0. 0. 1.]
653,[0.00148676 0.01304712 0.98546612],[0. 0. 1.]
654,[0.4687508  0.50111181 0.0301374 ],[0. 0. 1.]
655,[0.00415681 0.04293852 0.9529047 ],[0. 1. 0.]
656,[0.00273673 0.01042267 0.98684061],[0. 0. 1.]
657,[0.12118314 0.26113164 0.61768526],[0. 1. 0.]
658,[0.91433692 0.0712526  0.01441048],[1. 0. 0.]
659,[0.00360458 0.09680642 0.899589  ],[0. 1. 0.]
660,[0.00299199 0.01222651 0.9847815 ],[0. 0. 1.]
661,[0.85267377 0.12077587 0.02655026],[0. 1. 0.]
662,[0.00311679 0.01331233 0.98357093],[0. 0. 1.]
663,[0.00334702 0.65232331 0.34432963],[0. 1. 0.]
664,[0.01727925 0.91938263 0.06333815],[0. 1. 0.]
665,[0.90797031 0.08569364 0.00633612],[1. 0. 0.]
666,[0.00432314 0.12274501 0.87293184],[0. 0. 1.]
667,[0.31749165 0.30121636 0.38129199],[0. 1. 0.]
668,[0.09970552 0.68631178 0.21398272],[0. 0. 1.]
669,[0.003559   0.03999196 0.95644903],[0. 0. 1.]
670,[0.35682449 0.43905264 0.2041229 ],[0. 1. 0.]
671,[0.70264739 0.27037871 0.02697392],[0. 1. 0.]
672,[0.36195228 0.50180459 0.1362431 ],[1. 0. 0.]
673,[0.22343193 0.70054299 0.07602505],[0. 1. 0.]
674,[0.20179254 0.31063616 0.48757133],[0. 0. 1.]
675,[0.75856256 0.23250368 0.00893371],[1. 0. 0.]
676,[0.09270733 0.68892789 0.21836478],[0. 1. 0.]
677,[0.31761774 0.57985228 0.10252997],[0. 0. 1.]
678,[0.89850962 0.08826338 0.013227  ],[1. 0. 0.]
679,[0.29116765 0.59731579 0.11151657],[1. 0. 0.]
680,[0.36243296 0.4880372  0.14952983],[1. 0. 0.]
681,[0.16181956 0.70839584 0.12978461],[0. 1. 0.]
682,[0.91691875 0.07809756 0.00498366],[1. 0. 0.]
683,[0.92520523 0.06794153 0.00685328],[1. 0. 0.]
684,[0.0717683  0.83829153 0.08994026],[0. 1. 0.]
685,[0.00695314 0.03728332 0.95576358],[0. 0. 1.]
686,[0.45979586 0.47536966 0.06483448],[0. 0. 1.]
687,[0.00664162 0.06823686 0.92512155],[0. 0. 1.]
688,[0.07701468 0.64470321 0.27828208],[1. 0. 0.]
689,[0.00237095 0.02583132 0.97179776],[0. 0. 1.]
690,[0.01013426 0.36565852 0.6242072 ],[0. 0. 1.]
691,[0.05279714 0.65182281 0.29538003],[0. 1. 0.]
692,[0.88751018 0.10837696 0.00411287],[1. 0. 0.]
693,[0.80771196 0.1794388  0.01284924],[1. 0. 0.]
694,[0.87507433 0.11825244 0.00667314],[1. 0. 0.]
695,[0.90195256 0.08496372 0.01308366],[1. 0. 0.]
696,[0.00552844 0.05864228 0.93582928],[0. 0. 1.]
697,[0.90021729 0.08632623 0.01345648],[1. 0. 0.]
698,[0.93154174 0.06039599 0.00806223],[1. 0. 0.]
699,[0.00911124 0.18602875 0.80486006],[0. 1. 0.]
700,[0.00875185 0.05315234 0.93809575],[0. 0. 1.]
701,[0.75872731 0.15727744 0.08399527],[0. 0. 1.]
702,[0.74231505 0.24797349 0.0097114 ],[1. 0. 0.]
703,[0.2144203  0.35552388 0.43005583],[0. 1. 0.]
704,[0.00721157 0.04335609 0.94943237],[0. 0. 1.]
705,[0.08075113 0.78297496 0.13627397],[0. 1. 0.]
706,[0.00526307 0.05262349 0.9421134 ],[0. 1. 0.]
707,[0.05067898 0.5694207  0.37990034],[0. 1. 0.]
708,[0.0678399  0.44147283 0.49068722],[1. 0. 0.]
709,[0.60694611 0.36327001 0.02978393],[0. 1. 0.]
710,[0.92558396 0.06377389 0.01064208],[1. 0. 0.]
711,[0.73356217 0.24781893 0.0186189 ],[0. 1. 0.]
712,[0.08100164 0.73330134 0.18569706],[0. 1. 0.]
713,[0.01679664 0.02824895 0.95495445],[0. 0. 1.]
714,[0.70838583 0.26326478 0.02834941],[0. 1. 0.]
715,[0.29394031 0.56717026 0.13888942],[1. 0. 0.]
716,[0.00403115 0.73784596 0.25812295],[0. 1. 0.]
717,[0.00487377 0.01289353 0.98223269],[0. 0. 1.]
718,[0.8185572  0.16817912 0.01326367],[0. 1. 0.]
719,[0.00814448 0.7266916  0.26516399],[0. 1. 0.]
720,[0.00769526 0.62592965 0.366375  ],[0. 0. 1.]
721,[0.54681468 0.43527648 0.01790884],[0. 1. 0.]
722,[0.05995789 0.85026824 0.08977385],[0. 1. 0.]
723,[0.32348153 0.40518624 0.2713322 ],[0. 0. 1.]
724,[0.13780339 0.75667608 0.1055205 ],[0. 1. 0.]
725,[0.75373948 0.2282165  0.01804404],[1. 0. 0.]
726,[0.0026302 0.0106462 0.9867236],[0. 0. 1.]
727,[0.13486862 0.19869019 0.6664412 ],[1. 0. 0.]
728,[0.00847506 0.07962414 0.91190076],[1. 0. 0.]
729,[0.67483866 0.28571904 0.03944223],[1. 0. 0.]
730,[0.25548989 0.6749714  0.06953873],[0. 1. 0.]
731,[0.28357249 0.50759459 0.20883293],[0. 0. 1.]
732,[0.84622556 0.14394741 0.009827  ],[1. 0. 0.]
733,[0.01930922 0.02840565 0.95228511],[0. 0. 1.]
734,[0.67843473 0.28707433 0.03449089],[1. 0. 0.]
735,[0.06410022 0.46700156 0.46889824],[0. 1. 0.]
736,[0.00378268 0.02310243 0.97311485],[0. 0. 1.]
737,[0.9403066  0.05371319 0.00598015],[1. 0. 0.]
738,[0.01373801 0.06447872 0.92178333],[0. 1. 0.]
739,[0.00183296 0.05526599 0.94290107],[0. 0. 1.]
740,[0.22865866 0.64300156 0.12833983],[0. 1. 0.]
741,[0.07244014 0.40914375 0.51841617],[1. 0. 0.]
742,[0.00697106 0.11375085 0.87927806],[0. 0. 1.]
743,[0.89328206 0.09312229 0.01359566],[1. 0. 0.]
744,[0.71634746 0.26844001 0.01521249],[0. 1. 0.]
745,[0.00254052 0.01027909 0.98718041],[0. 0. 1.]
746,[0.53430349 0.44615486 0.0195416 ],[0. 1. 0.]
747,[0.48238373 0.49103481 0.0265815 ],[0. 1. 0.]
748,[0.03232475 0.46884072 0.49883452],[0. 1. 0.]
749,[0.72551727 0.25098243 0.02350031],[1. 0. 0.]
750,[0.14010237 0.69468904 0.16520856],[0. 0. 1.]
751,[0.00410341 0.04010788 0.95578873],[0. 0. 1.]
752,[0.7986939  0.14450744 0.05679866],[1. 0. 0.]
753,[0.00275066 0.0137286  0.98352075],[0. 0. 1.]
754,[0.51835561 0.33402708 0.14761734],[0. 1. 0.]
755,[0.0046984  0.19914427 0.7961573 ],[0. 0. 1.]
756,[0.02253038 0.31268314 0.66478646],[0. 0. 1.]
757,[0.21672849 0.50665206 0.27661943],[0. 0. 1.]
758,[0.0529047  0.82154936 0.12554596],[0. 1. 0.]
759,[0.87163842 0.10886343 0.01949808],[1. 0. 0.]
760,[0.88028991 0.1096937  0.0100164 ],[0. 1. 0.]
761,[0.54352647 0.44002354 0.01644994],[0. 1. 0.]
762,[0.82598257 0.14432165 0.02969578],[1. 0. 0.]
763,[0.00961939 0.84838855 0.14199202],[0. 1. 0.]
764,[0.83181655 0.14394213 0.02424132],[0. 1. 0.]
765,[0.64133686 0.34306017 0.01560299],[0. 1. 0.]
766,[0.00316069 0.00743084 0.98940849],[0. 0. 1.]
767,[0.79339004 0.13922763 0.06738243],[1. 0. 0.]
768,[0.89678407 0.09556115 0.00765477],[1. 0. 0.]
769,[0.00612897 0.19591576 0.79795521],[0. 1. 0.]
770,[0.56072366 0.34950149 0.08977485],[1. 0. 0.]
771,[0.11077233 0.30637345 0.58285421],[0. 0. 1.]
772,[0.00757253 0.02027738 0.97215009],[0. 0. 1.]
773,[0.38075742 0.5861969  0.03304569],[1. 0. 0.]
774,[0.01960823 0.12902409 0.85136771],[0. 0. 1.]
775,[0.00483454 0.01829372 0.97687179],[0. 0. 1.]
776,[0.89967561 0.09084577 0.0094786 ],[1. 0. 0.]
777,[0.00276937 0.01009126 0.9871394 ],[0. 0. 1.]
778,[0.24537319 0.28900325 0.46562356],[0. 1. 0.]
779,[0.01074774 0.12582463 0.86342764],[1. 0. 0.]
780,[0.05496637 0.69080925 0.25422439],[0. 1. 0.]
781,[0.00339672 0.13005622 0.86654705],[0. 1. 0.]
782,[0.24692839 0.72432411 0.0287475 ],[1. 0. 0.]
783,[0.02398898 0.1176332  0.85837781],[1. 0. 0.]
784,[0.04076703 0.85229027 0.10694272],[1. 0. 0.]
785,[0.18550965 0.43831763 0.37617266],[0. 0. 1.]
786,[0.00620279 0.20537587 0.78842133],[0. 1. 0.]
787,[0.47171295 0.32699341 0.20129365],[1. 0. 0.]
788,[0.00504992 0.01468599 0.98026407],[0. 0. 1.]
789,[0.83937746 0.14610867 0.01451393],[1. 0. 0.]
790,[0.06802369 0.90661418 0.02536217],[0. 1. 0.]
791,[0.03025524 0.86355358 0.10619112],[0. 1. 0.]
792,[0.21126181 0.32165185 0.46708629],[1. 0. 0.]
793,[0.32026342 0.51976389 0.1599727 ],[0. 0. 1.]
794,[0.38418317 0.56788951 0.04792735],[0. 1. 0.]
795,[0.43224192 0.52305084 0.04470723],[1. 0. 0.]
796,[0.8029319  0.18781261 0.00925546],[1. 0. 0.]
797,[0.60582197 0.34512961 0.04904846],[0. 1. 0.]
798,[0.04088132 0.25327858 0.70584017],[0. 1. 0.]
799,[0.25309134 0.70677453 0.0401341 ],[0. 1. 0.]
800,[0.13530415 0.38599187 0.47870401],[0. 1. 0.]
801,[0.20522198 0.71260595 0.0821721 ],[0. 1. 0.]
802,[0.43850046 0.50224197 0.05925755],[0. 1. 0.]
803,[0.87070799 0.12038203 0.00891003],[0. 1. 0.]
804,[0.00446198 0.03222787 0.96331018],[0. 0. 1.]
805,[0.85701567 0.10898532 0.03399901],[1. 0. 0.]
806,[0.06765506 0.73720223 0.19514272],[0. 1. 0.]
807,[0.759637   0.22549565 0.01486736],[1. 0. 0.]
808,[0.04939099 0.50748402 0.44312504],[0. 1. 0.]
809,[0.71151656 0.24939016 0.03909329],[1. 0. 0.]
810,[0.02528626 0.7524603  0.22225352],[0. 0. 1.]
811,[0.60179871 0.36012954 0.03807179],[1. 0. 0.]
812,[0.51906949 0.39497957 0.08595093],[0. 1. 0.]
813,[0.03693154 0.82327855 0.13978992],[0. 1. 0.]
814,[0.22962956 0.73887014 0.03150028],[0. 1. 0.]
815,[0.25720543 0.54859501 0.19419953],[1. 0. 0.]
816,[0.72331554 0.2588799  0.01780455],[1. 0. 0.]
817,[0.05291935 0.17484689 0.77223378],[0. 1. 0.]
818,[0.83572274 0.15057518 0.01370202],[1. 0. 0.]
819,[0.06205648 0.19695625 0.7409873 ],[0. 1. 0.]
820,[0.01159061 0.02029618 0.96811318],[0. 1. 0.]
821,[0.34690869 0.44358703 0.20950425],[0. 1. 0.]
822,[0.00313197 0.01054989 0.98631811],[0. 0. 1.]
823,[0.00716979 0.67925555 0.31357464],[0. 1. 0.]
824,[0.00596245 0.11382182 0.8802157 ],[0. 0. 1.]
825,[0.0016506  0.00799894 0.99035043],[0. 0. 1.]
826,[0.13185059 0.52229446 0.34585497],[1. 0. 0.]
827,[0.83039802 0.13915528 0.0304467 ],[1. 0. 0.]
828,[0.83242738 0.15883969 0.00873295],[1. 0. 0.]
829,[0.06905721 0.82555193 0.10539092],[0. 1. 0.]
830,[0.01735809 0.29243478 0.69020718],[0. 0. 1.]
831,[0.83035833 0.15551555 0.01412601],[1. 0. 0.]
832,[0.58845103 0.34934202 0.06220696],[1. 0. 0.]
833,[0.15206027 0.67465955 0.17328021],[0. 1. 0.]
834,[0.71530777 0.24903226 0.03565998],[1. 0. 0.]
835,[0.00228492 0.06618717 0.93152791],[0. 1. 0.]
836,[0.02530191 0.2158885  0.75880957],[0. 1. 0.]
837,[0.88551599 0.09341399 0.02107004],[1. 0. 0.]
838,[0.00168673 0.1173609  0.88095236],[0. 0. 1.]
839,[0.00885477 0.90314502 0.08800017],[0. 1. 0.]
840,[0.05013451 0.2323699  0.71749556],[0. 1. 0.]
841,[0.48302504 0.38594592 0.13102902],[1. 0. 0.]
842,[0.12434842 0.57012552 0.30552602],[0. 0. 1.]
843,[0.63142776 0.25539175 0.11318047],[1. 0. 0.]
844,[0.00378243 0.73982656 0.25639096],[0. 1. 0.]
845,[0.38025746 0.47841424 0.14132829],[0. 1. 0.]
846,[0.02576874 0.1811692  0.79306209],[0. 1. 0.]
847,[0.00153647 0.0396595  0.95880401],[0. 0. 1.]
848,[0.00354725 0.04037011 0.95608264],[0. 0. 1.]
849,[0.86474806 0.11403245 0.0212194 ],[1. 0. 0.]
850,[0.90493613 0.08694788 0.00811597],[1. 0. 0.]
851,[0.48942304 0.44442204 0.06615494],[1. 0. 0.]
852,[0.00254166 0.02825506 0.96920323],[0. 0. 1.]
853,[0.79058486 0.15240456 0.05701063],[0. 1. 0.]
854,[0.93753654 0.05760608 0.00485749],[1. 0. 0.]
855,[0.7966674  0.16111653 0.04221617],[0. 0. 1.]
856,[0.00274763 0.0104317  0.98682064],[0. 0. 1.]
857,[0.04208127 0.93626148 0.02165722],[1. 0. 0.]
858,[0.00301289 0.00877777 0.98820937],[0. 0. 1.]
859,[0.00783119 0.83222264 0.1599461 ],[0. 1. 0.]
860,[0.28469428 0.45246866 0.26283705],[0. 1. 0.]
861,[0.06878845 0.39161932 0.53959221],[0. 1. 0.]
862,[0.14641973 0.15415969 0.69942057],[0. 1. 0.]
863,[0.58250672 0.33919728 0.07829609],[1. 0. 0.]
864,[0.00357641 0.2677882  0.72863537],[0. 1. 0.]
865,[0.42081204 0.42986745 0.14932054],[0. 0. 1.]
866,[0.03113969 0.48054951 0.48831084],[0. 1. 0.]
